RegionID,SizeRank,RegionName,RegionType,StateName,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021
394902,37,"Nashville, TN",Msa,TN,160000,165240,169950,174000,179900,175100,169000,169084,165021,161925,165000,162731,161595,162000,159900,164000,169900,165000,159655,155000,155500,156000,162000,153950,151027,159900,154550,163000,172073,175000,173890,168950,165400,157950,165000,163000,150000,157000,161000,159000,170000,178000,172500,159945,157950,160000,172000,158000,158990,160000,165000,174900,180528,183950,174900,170000,174900,175000,177915,164750,174900,165000,180000,186000,195000,195000,186750,185000,186000,185000,186613,179000,181500,181059,186550,192000,207500,200000,200000,192000,192950,200000,199000,194000,199000,200000,201500,215000,220000,218000,215000,217000,212410,216976,224000,214946,215000,220000,224991,237000,240000,245023,238000,237000,242750,237500,245000,240000,239900,251600,252392,260000,269340,266000,265000,267025,260000,267288,275000,264000,268403,272000,275000,281049,289000,291000,286000,270000,279900,278950,289250,277857,279000,288000,288450,300000,309318,301599,305000,300000,299000,307000,314000,297000,295332,313500,310000,307500,315000,324900,325000,322000,330455,321440,325000,319900,330000,340000,350000,365000,380000,381000,385000,383950,401000,396745
